temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j,outlier_flag
94.33,15.98,81.15,5.54,10.63,3.0,128.0,16.0,168.345787,87.47,C,convoyeur,1,False
39.03,15.88,88.02,8.16,4.64,1.0,727.0,14.0,330.845299,81.31,C,convoyeur,0,False
60.44,16.16,40.59,5.48,4.66,0.0,414.0,2.0,129.140865,10.29,B,pompe,0,False
85.37,2.58,39.06,1.71,12.76,16.0,421.0,9.0,206.854965,1.59,C,pompe,0,False
43.25,18.47,49.75,5.59,13.18,24.0,141.0,6.0,440.824585,30.15,C,convoyeur,1,False
69.79,16.18,42.24,8.23,21.03,14.0,303.0,15.0,648.584153,38.59,B,compresseur,1,False
82.54,1.43,28.47,6.52,17.87,14.0,306.0,4.0,228.985972,29.01,C,convoyeur,0,False
44.85,4.49,26.34,1.6,15.98,8.0,668.0,8.0,776.93309,57.48,A,convoyeur,0,False
77.61,6.35,79.33,5.08,7.87,11.0,89.0,15.0,501.031304,25.49,A,pompe,0,False
80.4,4.86,82.14,1.24,6.39,24.0,196.0,15.0,506.460892,44.5,B,pompe,0,False
48.66,9.9,70.82,5.74,20.01,0.0,225.0,8.0,278.220824,40.53,C,compresseur,1,False
55.72,16.92,23.62,2.08,7.25,16.0,372.0,5.0,518.976454,18.71,C,pompe,0,False
68.68,3.15,10.29,1.53,12.95,2.0,453.0,3.0,359.799057,51.92,C,pompe,0,False
54.53,16.27,11.9,3.56,2.55,16.0,36.0,11.0,551.855845,57.76,A,convoyeur,0,False
48.96,13.72,47.86,6.47,12.32,13.0,566.0,1.0,169.0806,41.05,C,compresseur,0,False
50.75,13.21,58.32,8.25,18.47,4.0,558.0,17.0,432.221438,42.97,C,pompe,0,False
54.13,3.92,31.51,7.77,20.07,1.0,221.0,1.0,400.616835,10.24,A,pompe,0,False
47.2,10.14,70.41,8.25,21.68,15.0,21.0,6.0,405.001583,75.05,B,convoyeur,0,False
82.13,12.71,15.1,7.91,17.39,12.0,55.0,1.0,344.146786,22.81,A,compresseur,0,False
83.77,8.84,17.75,7.7,9.39,18.0,204.0,0.0,206.506319,5.77,B,pompe,1,False
41.92,11.59,30.56,7.39,16.47,9.0,542.0,1.0,692.61485,13.63,B,convoyeur,0,False
35.6,8.84,12.71,7.77,14.31,6.0,195.0,16.0,95.279859,43.55,B,pompe,0,False
70.18,16.8,83.54,1.76,13.76,1.0,221.0,1.0,162.34195,60.19,B,compresseur,1,False
91.77,10.72,22.06,6.15,10.09,5.0,157.0,1.0,1028.333864,20.43,A,compresseur,0,False
92.45,11.85,77.03,1.69,7.31,0.0,489.0,9.0,426.833416,11.15,B,convoyeur,0,False
67.2,9.61,67.4,2.8,15.99,18.0,678.0,11.0,730.671939,36.96,C,pompe,0,False
64.68,10.82,76.48,6.15,2.72,2.0,689.0,8.0,440.961632,98.52,C,convoyeur,0,False
58.88,17.85,83.11,8.03,10.09,4.0,433.0,14.0,458.46033,32.41,A,compresseur,0,False
75.65,9.51,22.29,5.74,17.56,7.0,272.0,4.0,917.039953,89.09,C,pompe,0,False
78.56,16.99,84.83,2.77,13.85,0.0,88.0,6.0,348.873528,28.26,C,compresseur,0,False
41.51,17.47,47.45,4.99,20.94,24.0,656.0,2.0,771.1395,95.74,A,pompe,0,False
93.49,16.02,84.33,5.04,5.03,0.0,292.0,4.0,343.966321,29.14,B,compresseur,1,False
76.13,10.16,18.52,1.51,4.96,8.0,136.0,9.0,97.068127,68.19,B,convoyeur,0,False
64.1,5.58,57.54,4.6,3.01,25.0,655.0,14.0,126.7101,17.14,B,convoyeur,0,False
59.94,5.66,40.15,6.41,9.44,15.0,539.0,3.0,413.030689,62.86,A,convoyeur,0,False
83.85,2.3,31.61,1.55,19.55,17.0,470.0,4.0,459.040297,3.43,C,convoyeur,0,False
90.09,1.97,84.53,7.8,7.65,2.0,116.0,8.0,230.407377,148.37,C,compresseur,0,False
41.91,4.69,35.65,5.31,17.97,23.0,206.0,17.0,491.030404,22.63,C,compresseur,0,False
60.33,16.41,30.98,2.82,10.2,9.0,238.0,5.0,178.090964,0.66,A,convoyeur,0,False
53.91,10.41,10.45,0.94,3.43,19.0,548.0,7.0,747.43213,17.21,C,convoyeur,0,False
64.9,9.62,42.68,9.15,8.51,9.0,110.0,11.0,534.959163,24.2,C,compresseur,1,False
65.8,7.41,28.06,0.87,13.7,18.0,325.0,17.0,312.320081,31.32,B,pompe,0,False
86.52,12.97,87.05,6.28,3.95,5.0,128.0,8.0,472.474242,98.0,A,convoyeur,1,False
38.89,7.0,84.34,4.91,13.67,19.0,250.0,63.1,360.894549,67.08,C,compresseur,0,True
47.96,7.2,66.3,0.81,5.14,13.0,100.0,14.0,714.760328,5.67,B,pompe,0,False
93.7,3.5,72.33,7.97,2.17,14.0,199.0,5.0,738.661934,5.82,C,pompe,0,False
78.19,16.4,86.86,6.09,21.16,16.0,70.0,10.0,607.568119,71.13,C,pompe,0,False
51.63,7.65,58.01,3.97,3.8,6.0,41.0,3.0,728.136837,43.44,C,pompe,0,False
83.85,4.96,91.83,6.97,2.62,3.0,689.0,7.0,435.032919,17.21,C,compresseur,0,False
91.91,17.0,46.06,6.57,4.38,23.0,128.0,12.0,278.766084,13.49,C,convoyeur,1,False
48.56,4.79,26.69,8.86,9.57,18.0,251.0,14.0,150.899506,57.0,B,pompe,0,False
40.1,13.97,78.59,8.71,12.91,24.0,562.0,6.0,758.468358,53.88,B,compresseur,0,False
45.55,18.31,84.35,2.63,11.62,2.0,351.0,7.0,0.0,28.38,C,compresseur,0,False
94.8,2.68,11.44,7.77,16.66,0.0,660.0,12.0,540.675781,38.88,B,pompe,0,False
67.43,10.83,14.96,7.43,6.11,11.0,671.0,4.0,796.75954,1.38,C,compresseur,0,False
89.39,4.83,14.33,1.6,4.43,5.0,713.0,5.0,632.223023,39.75,B,compresseur,0,False
55.53,6.59,27.82,5.72,19.6,19.0,138.0,8.0,802.973031,81.95,A,convoyeur,0,False
85.95,8.07,36.3,8.39,21.37,24.0,604.0,10.0,0.0,10.4,C,convoyeur,0,False
88.38,15.38,89.04,4.24,4.11,23.0,415.0,1.0,199.520272,74.34,A,compresseur,0,False
87.36,3.16,91.91,0.87,4.16,9.0,114.0,7.0,200.404465,84.96,B,pompe,0,False
92.89,15.68,73.53,1.72,3.13,25.0,650.0,1.0,0.0,0.5,B,compresseur,0,False
92.87,5.71,90.96,9.49,19.72,19.0,295.0,18.0,495.001307,21.52,A,pompe,0,False
58.48,11.61,10.74,2.91,1.73,14.0,653.0,15.0,649.640829,60.9,B,convoyeur,0,False
68.3,0.7,36.06,8.35,4.74,1.0,399.0,8.0,805.574887,68.77,A,convoyeur,0,False
78.44,17.15,70.3,7.27,19.5,11.0,453.0,14.0,71.46784,29.53,C,compresseur,0,False
54.49,0.79,68.3,7.84,21.7,2.0,328.0,13.0,692.589719,35.71,C,pompe,0,False
91.27,14.28,75.21,7.56,19.87,8.0,139.0,11.0,660.971308,81.29,C,convoyeur,1,False
64.09,6.47,29.45,8.3,18.95,14.0,356.0,4.0,454.023666,96.81,A,pompe,1,False
55.51,8.36,29.68,3.14,13.77,2.0,231.0,14.0,703.922474,56.06,A,convoyeur,0,False
93.84,13.17,47.43,8.51,11.36,9.0,101.0,16.0,492.744431,51.8,B,compresseur,1,False
56.36,0.11,32.65,5.05,13.32,16.0,227.0,11.0,167.162599,206.62,A,convoyeur,0,True
49.16,12.52,43.74,7.7,18.53,1.0,138.0,3.0,407.868806,66.99,B,pompe,0,False
67.01,12.51,17.22,1.57,9.88,19.0,604.0,4.0,0.0,21.55,B,pompe,0,False
70.32,1.59,72.98,2.32,13.14,11.0,351.0,10.0,741.26718,35.66,B,convoyeur,0,False
55.07,4.53,34.76,3.37,20.93,8.0,678.0,14.0,150.787089,99.64,B,convoyeur,0,False
91.99,13.18,40.59,1.72,1.73,25.0,185.0,3.0,334.746437,87.47,B,compresseur,1,False
84.0,6.98,82.34,5.72,8.0,9.0,539.0,1.0,174.54693,18.24,B,pompe,0,False
41.97,18.01,15.06,5.59,6.07,5.0,467.0,3.0,514.27406,59.46,B,convoyeur,0,False
82.89,10.23,60.09,1.84,13.64,6.0,560.0,14.0,544.270418,65.03,C,pompe,0,False
88.33,6.54,40.28,5.35,15.28,18.0,424.0,13.0,93.688084,3.24,A,convoyeur,1,False
39.07,7.59,89.53,2.8,7.39,5.0,338.0,5.0,431.84028,85.36,C,convoyeur,0,False
57.58,3.77,35.5,3.65,15.96,11.0,461.0,15.0,917.396355,23.1,A,compresseur,0,False
65.24,16.25,71.9,9.09,11.62,18.0,130.0,12.0,748.274908,6.57,C,compresseur,0,False
69.23,14.89,58.14,8.06,6.82,6.0,316.0,2.0,574.144616,66.97,A,compresseur,1,False
89.69,16.02,55.87,7.04,3.84,8.0,413.0,10.0,231.732686,59.46,C,compresseur,0,False
35.06,12.32,31.65,3.88,4.06,20.0,593.0,12.0,288.66489,56.64,C,compresseur,0,False
41.33,16.14,85.74,5.43,8.27,21.0,691.0,15.0,314.068647,72.13,C,convoyeur,0,False
47.36,6.59,70.77,3.51,11.14,5.0,238.0,3.0,145.09838,28.3,C,pompe,0,False
50.39,1.59,26.21,8.28,11.75,9.0,444.0,16.0,155.137557,61.7,A,pompe,0,False
85.37,5.2,50.85,4.86,5.12,15.0,607.0,8.0,534.112203,46.87,C,pompe,0,False
85.44,17.22,19.18,6.57,17.41,16.0,485.0,4.0,173.617361,7.5,B,pompe,0,False
44.37,16.94,79.02,1.3,11.62,0.0,241.0,2.0,276.808122,29.88,A,compresseur,0,False
67.84,15.62,19.11,4.54,16.44,10.0,229.0,18.0,298.997162,80.62,C,compresseur,1,False
55.45,7.02,28.63,2.93,19.39,3.0,132.0,15.0,304.022574,8.66,B,pompe,0,False
39.31,1.11,74.84,3.38,12.35,5.0,251.0,5.0,468.766363,41.36,C,pompe,0,False
51.46,8.96,76.49,4.17,9.32,9.0,622.0,18.0,714.325237,1.0,B,pompe,0,False
83.69,6.86,49.95,3.04,9.79,17.0,67.0,4.0,799.608729,71.65,B,convoyeur,0,False
43.49,1.82,31.0,2.22,4.41,12.0,395.0,3.0,620.759315,79.66,B,pompe,0,False
53.19,17.52,14.92,1.39,0.88,8.0,515.0,0.0,337.310059,78.72,C,pompe,0,False
83.57,16.08,26.98,8.63,11.25,18.0,476.0,1.0,508.543932,62.5,C,compresseur,0,False
50.36,9.65,73.7,8.38,13.93,16.0,390.0,4.0,464.742171,21.77,C,compresseur,0,False
